NAME	FEATURE CLASS	DESCRIPTION	PHONE NUMBER	E-MAIL ADDRESS	WEB ADDRESS	LONGITUDE	LATITUDE	USER
Zamek Sluknov, Zamecka 642, denne 10-16+420412332711	USER_POI_PRIVATE	Zamek Sluknov, Zamecka 642, denne 10-16+420412332711				144552080	510046110	Host
Zamek Nove Mesto nad Metuji, Husovo namesti 1201, IV,X so-ne 10-16, V,VI,IX ut-ne 9-16, VII-VIII denne 9-17+420491470523	USER_POI_PRIVATE	Zamek Nove Mesto nad Metuji, Husovo namesti 1201, IV,X so-ne 10-16, V,VI,IX ut-ne 9-16, VII-VIII denne 9-17+420491470523				161498490	503440020	Host
Zamek Visky, Trnova-Visky 27, Nepristupny, soukromynenalezeno	USER_POI_PRIVATE	Zamek Visky, Trnova-Visky 27, Nepristupny, soukromynenalezeno				133347950	498578270	Host
Zamek Desenice, Desenice 1, tvrz, pristupna obcas jako vystavni prostorynenalezeno	USER_POI_PRIVATE	Zamek Desenice, Desenice 1, tvrz, pristupna obcas jako vystavni prostorynenalezeno				131721030	492744930	Host
Zamek Bysice, Tyrsovo namesti, nepristupny, soukromy, zchatralynenalezeno	USER_POI_PRIVATE	Zamek Bysice, Tyrsovo namesti, nepristupny, soukromy, zchatralynenalezeno				146129700	503099330	Host
Zamek Zbiroh, Zamek 1, pristupno celorocne denne 10-16(17)+420371784598	USER_POI_PRIVATE	Zamek Zbiroh, Zamek 1, pristupno celorocne denne 10-16(17)+420371784598				137621030	498582800	Host
Zamek Jilove, Jilove u Decina, Teplicka, VI,IX so-ne 10-17, VII-VIII ut-ne 10-17+420412557738	USER_POI_PRIVATE	Zamek Jilove, Jilove u Decina, Teplicka, VI,IX so-ne 10-17, VII-VIII ut-ne 10-17+420412557738				141034730	507608870	Host
Zamek Jablonna, Jablonna 1, duben-zari 10-17+420724211158	USER_POI_PRIVATE	Zamek Jablonna, Jablonna 1, duben-zari 10-17+420724211158				144491810	497803550	Host
Zamek Lisno, Bystrice u Benesova-Lisno 1, Nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Lisno, Bystrice u Benesova-Lisno 1, Nepristupnynenalezeno				146884420	497340910	Host
Zamek Lednice - Lovecky zamecek, Slovacka 436, Nepristupny+420733531874	USER_POI_PRIVATE	Zamek Lednice - Lovecky zamecek, Slovacka 436, Nepristupny+420733531874				168304500	488006260	Host
Zamek Lednice - Rybnicni zamecek, Nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Lednice - Rybnicni zamecek, Nepristupnynenalezeno				167957170	487843600	Host
Zamek Lednice - Minaret, V-IX ut-ne 9-17, IV,X so-ne 9-16+420519340128	USER_POI_PRIVATE	Zamek Lednice - Minaret, V-IX ut-ne 9-17, IV,X so-ne 9-16+420519340128				168127060	488141820	Host
Zamek Lednice, Zamek 1, V-VIII ut-ne 9-17, IX ut-ne 9-16, IV,X so-ne 9-16+420519340128	USER_POI_PRIVATE	Zamek Lednice, Zamek 1, V-VIII ut-ne 9-17, IX ut-ne 9-16, IV,X so-ne 9-16+420519340128				168057720	488015570	Host
Zamek Cejkovice, Templarska 1, nepristupny, jsou to vinne sklepy, hotel a restauracenenalezeno	USER_POI_PRIVATE	Zamek Cejkovice, Templarska 1, nepristupny, jsou to vinne sklepy, hotel a restauracenenalezeno				169460570	489043180	Host
Zamek Nejdek, Karlovarska 49, nepristupny, firma ZPAnenalezeno	USER_POI_PRIVATE	Zamek Nejdek, Karlovarska 49, nepristupny, firma ZPAnenalezeno				127375240	503204020	Host
Zamek Kynzvart, Lazne Kynzvart, Zamek 347, IV,X so-ne 9-12 12:30-16, V-IX ut-ne 9-12 12:30-16+420354691269	USER_POI_PRIVATE	Zamek Kynzvart, Lazne Kynzvart, Zamek 347, IV,X so-ne 9-12 12:30-16, V-IX ut-ne 9-12 12:30-16+420354691269				126052560	500044710	Host
Zamek Cervena Lhota - Pluhuv Zdar, Cervena Lhota 1, IV so-ne 9:30-17, V-IX ut-ne 9:30-17, X so-ne 9:30-17+420384384228	USER_POI_PRIVATE	Zamek Cervena Lhota - Pluhuv Zdar, Cervena Lhota 1, IV so-ne 9:30-17, V-IX ut-ne 9:30-17, X so-ne 9:30-17+420384384228				148851580	492466010	Host
Zamek Buchlovice, IV,X so-ne 10-17, V,VI,IX ut-ne 10-17, VII-VIII ut-ne 10-17:30+420572434240	USER_POI_PRIVATE	Zamek Buchlovice, IV,X so-ne 10-17, V,VI,IX ut-ne 10-17, VII-VIII ut-ne 10-17:30+420572434240				173365010	490838490	Host
Zamek Kozel, Stahlavy 67, IV,X so-ne 10-16, V,VI,IX ut-ne 10-16, VII-VIII ut-ne 10-17+420606650854	USER_POI_PRIVATE	Zamek Kozel, Stahlavy 67, IV,X so-ne 10-16, V,VI,IX ut-ne 10-16, VII-VIII ut-ne 10-17+420606650854				135303070	496709320	Host
Chram Tri Gracii, Charvatska Nova Ves, empirovy zameceknenalezeno	USER_POI_PRIVATE	Chram Tri Gracii, Charvatska Nova Ves, empirovy zameceknenalezeno				167968240	487747650	Host
Zamek Pohansko, Pohansko 206, V-IX ut-ne 10-18, Empirovany lovecky zamecek Lichtejnstejnu.+420591374248	USER_POI_PRIVATE	Zamek Pohansko, Pohansko 206, V-IX ut-ne 10-18, Empirovany lovecky zamecek Lichtejnstejnu.+420591374248				168950520	487278350	Host
Zamek Vranova Lhota, Vranova Lhota 7, V dezolatnim stavu-nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Vranova Lhota, Vranova Lhota 7, V dezolatnim stavu-nepristupnynenalezeno				168269510	497111160	Host
Zamek Jirny, Zamecka 14, nepristupnynenalezeno	USER_POI_PRIVATE	Zamek Jirny, Zamecka 14, nepristupnynenalezeno				146901960	501169490	Host
Zamek Loucna nad Desnou, Zamek je nepristupny, jen park volnynenalezeno	USER_POI_PRIVATE	Zamek Loucna nad Desnou, Zamek je nepristupny, jen park volnynenalezeno				170902310	500688060	Host
Zamek Radun, Radun 67, VII-VIII ut-ne 10-17, IX ut-pa 10-16, IX so-ne-svatky 10-17, X so-ne 10-16, Mimo oteviraci dobu na tlf. 553 796 203, nebo na radun@ostrava.npu.cz +420553796203	USER_POI_PRIVATE	Zamek Radun, Radun 67, VII-VIII ut-ne 10-17, IX ut-pa 10-16, IX so-ne-svatky 10-17, X so-ne 10-16, Mimo oteviraci dobu na tlf. 553 796 203, nebo na radun@ostrava.npu.cz +420553796203				179444930	498912610	Host
Zamek Velke Brezno - Dolni zamek, Klasterni 2, nepristupny, zamecek vlastni soukroma osobanenalezeno	USER_POI_PRIVATE	Zamek Velke Brezno - Dolni zamek, Klasterni 2, nepristupny, zamecek vlastni soukroma osobanenalezeno				141403000	506661680	Host
Zamek Velke Brezno - horni zamek, Zamecka 63, IV so-ne 10-17, V-IX ut-ne 10-18, X so-ne 10-16+420475228331	USER_POI_PRIVATE	Zamek Velke Brezno - horni zamek, Zamecka 63, IV so-ne 10-17, V-IX ut-ne 10-18, X so-ne 10-16+420475228331				141385510	506624570	Host
Zamek Krasne Brezno, Usti nad Labem, Krasne Brezno, nepristupny, V objektu sidli Narodni pamatkovy ustav a zamek slouzi take ke kulturnim ucelum (poradani vystav apod.).nenalezeno	USER_POI_PRIVATE	Zamek Krasne Brezno, Usti nad Labem, Krasne Brezno, nepristupny, V objektu sidli Narodni pamatkovy ustav a zamek slouzi take ke kulturnim ucelum (poradani vystav apod.).nenalezeno				140826170	506664000	Host
Zamek Zruc nad Sazavou, Zamek 1, (kveten-zari) denne 9-11:30 12:30-16+420327531329	USER_POI_PRIVATE	Zamek Zruc nad Sazavou, Zamek 1, (kveten-zari) denne 9-11:30 12:30-16+420327531329				151014700	497442630	Host
Zamek Chanovice, Kveten, zari 10-15, cerven-srpen 10-16+420376514164	USER_POI_PRIVATE	Zamek Chanovice, Kveten, zari 10-15, cerven-srpen 10-16+420376514164				137151750	494052630	Host
Zamek Jemniste, Postupice-Jemniste 1+420731903995	USER_POI_PRIVATE	Zamek Jemniste, Postupice-Jemniste 1+420731903995				147854730	497436980	Host
Zamek Vlasim, Zamek 1/6, ut-ne 9-12 13-16 (brezen-prosinec, cervenec-srpen do 17:00)+420317842927	USER_POI_PRIVATE	Zamek Vlasim, Zamek 1/6, ut-ne 9-12 13-16 (brezen-prosinec, cervenec-srpen do 17:00)+420317842927				148952720	497072650	Host
Zamek Kostelec nad Cernymi Lesy, namesti Smirickych 1, zamek je bezne pro verejnost nepristupny+420737279956	USER_POI_PRIVATE	Zamek Kostelec nad Cernymi Lesy, namesti Smirickych 1, zamek je bezne pro verejnost nepristupny+420737279956				148626240	499955260	Host
Zamek Orlik nad Vltavou, Orlik nad Vltavou 112, (IV) ut-ne 9-16, (V) ut-ne 9-17, (VI-VIII) denne 9-18, (IX) ut-ne 9-17, (X) ut-ne 9-16+420382275101	USER_POI_PRIVATE	Zamek Orlik nad Vltavou, Orlik nad Vltavou 112, (IV) ut-ne 9-16, (V) ut-ne 9-17, (VI-VIII) denne 9-18, (IX) ut-ne 9-17, (X) ut-ne 9-16+420382275101				141704160	495129710	Host
Zamek Pardubice, Zamek 1, ut-ne 10-18+420466799240	USER_POI_PRIVATE	Zamek Pardubice, Zamek 1, ut-ne 10-18+420466799240				157766780	500410180	Host
Zamek Hradek u Nechanic, Nechanice, Hradek, ut-ne 10-12 13-16 (duben a rijen pouze so-ne)+420495441244	USER_POI_PRIVATE	Zamek Hradek u Nechanic, Nechanice, Hradek, ut-ne 10-12 13-16 (duben a rijen pouze so-ne)+420495441244				156671100	502234640	Host
Zamek Konopiste, Benesov-Konopiste 1, (duben-zari) 10-12 13-16, (rijen-listopat) so-ne 10-12 13-15+420317721366	USER_POI_PRIVATE	Zamek Konopiste, Benesov-Konopiste 1, (duben-zari) 10-12 13-16, (rijen-listopat) so-ne 10-12 13-15+420317721366				146565500	497795180	Host
Zamek Rataje nad Sazavou, Zamecka 1, (rijen-duben)ut-ne 8-12 13-16, (muzeum je soucasti prohlidky)+420725021496	USER_POI_PRIVATE	Zamek Rataje nad Sazavou, Zamecka 1, (rijen-duben)ut-ne 8-12 13-16, (muzeum je soucasti prohlidky)+420725021496				149575260	498421370	Host
Zamek Kacov, Kacov 1, (cerven-zari) ut-ne 9-12 13-16+420327324204	USER_POI_PRIVATE	Zamek Kacov, Kacov 1, (cerven-zari) ut-ne 9-12 13-16+420327324204				150281490	497769690	Host
Zamek Rychnov nad Kneznou, Kolowratska 1, ut-ne 9-17+420605267238	USER_POI_PRIVATE	Zamek Rychnov nad Kneznou, Kolowratska 1, ut-ne 9-17+420605267238				162753280	501661270	Host
Zamek Opocno, Trckovo namesti 1, ut-ne 9-11.30 12.30-17 (duben,rijen pouze so-ne do 16.00)+420494668216	USER_POI_PRIVATE	Zamek Opocno, Trckovo namesti 1, ut-ne 9-11.30 12.30-17 (duben,rijen pouze so-ne do 16.00)+420494668216				161153450	502649030	Host
Zamek Kostelec nad Orlici - stary zamek, Tyrsova 2, nepristupny+420494322809	USER_POI_PRIVATE	Zamek Kostelec nad Orlici - stary zamek, Tyrsova 2, nepristupny+420494322809				162164320	501221330	Host
Zamek Doudleby nad Orlici, Rude armady, ut–ne 9-17 (duben a rijen pouze So–Ne)+420494383420	USER_POI_PRIVATE	Zamek Doudleby nad Orlici, Rude armady, ut–ne 9-17 (duben a rijen pouze So–Ne)+420494383420				162640140	501086550	Host
Zamek Castolovice, Masarykova 1, ut-ne 9-18+420494323646	USER_POI_PRIVATE	Zamek Castolovice, Masarykova 1, ut-ne 9-18+420494323646				161868470	501304380	Host
Zamek Slezske Rudoltice	USER_POI_PRIVATE	Zamek Slezske Rudoltice				176897190	502056700	Host
Zamek Melc	USER_POI_PRIVATE	Zamek Melc				177652830	498470030	Host
Zamek Medlesice	USER_POI_PRIVATE	Zamek Medlesice				157685310	499786370	Host
Zamek Mastov	USER_POI_PRIVATE	Zamek Mastov				132811800	502646000	Host
Zamek Libochovany	USER_POI_PRIVATE	Zamek Libochovany				140386420	505652140	Host
Zamek Hazlov	USER_POI_PRIVATE	Zamek Hazlov				122731350	501575320	Host
Zamek Doubravice u Nedabyl	USER_POI_PRIVATE	Zamek Doubravice u Nedabyl				145100750	489354970	Host
Zamek Brezina u Rokycan	USER_POI_PRIVATE	Zamek Brezina u Rokycan				136051040	498133210	Host
Zamek Dalecin	USER_POI_PRIVATE	Zamek Dalecin				162439830	495919310	Host
Zamek Brandlin - Tucapy	USER_POI_PRIVATE	Zamek Brandlin - Tucapy				147877980	493051190	Host
Zamek Pelhrimov	USER_POI_PRIVATE	Zamek Pelhrimov				152216750	494310280	Host
Zamek Vsetin	USER_POI_PRIVATE	Zamek Vsetin				179989310	493409080	Host
Zamek Svojsice u Susice	USER_POI_PRIVATE	Zamek Svojsice u Susice				134521670	492434920	Host
Zamek Melnik	USER_POI_PRIVATE	Zamek Melnik				144738100	503508800	Host
Zamek Vlkys	USER_POI_PRIVATE	Zamek Vlkys				130927830	497162610	Host
Zamek Lanskroun	USER_POI_PRIVATE	Zamek Lanskroun				166137890	499133060	Host
Zamek Vrchlabi	USER_POI_PRIVATE	Zamek Vrchlabi				156090860	506271000	Host
Zamek Zdar nad Sazavou	USER_POI_PRIVATE	Zamek Zdar nad Sazavou				159370560	495832420	Host
Zamek Premyslovice	USER_POI_PRIVATE	Zamek Premyslovice				169480580	495540080	Host
Zamek Svojsin	USER_POI_PRIVATE	Zamek Svojsin				129109610	497669810	Host
Zamek Stenovice	USER_POI_PRIVATE	Zamek Stenovice				133981100	496735800	Host
Zamek Kladno	USER_POI_PRIVATE	Zamek Kladno				141014110	501478760	Host
Zamek Novy Dum	USER_POI_PRIVATE	Zamek Novy Dum				138222290	500903810	Host
Zamek Studenka	USER_POI_PRIVATE	Zamek Studenka				180749530	497254700	Host
Zamek Kacerov	USER_POI_PRIVATE	Zamek Kacerov				135107330	498731440	Host
Zamek Dolni Zivotice	USER_POI_PRIVATE	Zamek Dolni Zivotice				177778720	498982560	Host
Zamek Zabreh na Morave	USER_POI_PRIVATE	Zamek Zabreh na Morave				168716640	498818060	Host
Zamek Trest	USER_POI_PRIVATE	Zamek Trest				154873530	492945640	Host
Zamek Sokolov	USER_POI_PRIVATE	Zamek Sokolov				126416670	501792170	Host
Zamek Prostejov	USER_POI_PRIVATE	Zamek Prostejov				171088330	494740200	Host
Zamek Ledec nad Sazavou - letohradek, barokni letohradek	USER_POI_PRIVATE	Zamek Ledec nad Sazavou - letohradek, barokni letohradek				152830280	496973890	Host
Zamek Statenice	USER_POI_PRIVATE	Zamek Statenice				143176310	501428220	Host
Zamek Tuchomerice	USER_POI_PRIVATE	Zamek Tuchomerice				142792500	501353610	Host
Zamek Straznice na Morave	USER_POI_PRIVATE	Zamek Straznice na Morave				173133720	489077780	Host
Zamek Pacov	USER_POI_PRIVATE	Zamek Pacov				150030610	494734530	Host
Zamek Uhrice u Kromerize, neprist.	USER_POI_PRIVATE	Zamek Uhrice u Kromerize, neprist.				172016810	492814060	Host
Zamek Panensky Tynec	USER_POI_PRIVATE	Zamek Panensky Tynec				139166530	502957250	Host
Zamek Konice	USER_POI_PRIVATE	Zamek Konice				168911290	495892360	Host
Zamek Porici - Borsov nad Vltavou	USER_POI_PRIVATE	Zamek Porici - Borsov nad Vltavou				144401720	489275060	Host
Zamek Bustehrad, v rekonstrukci	USER_POI_PRIVATE	Zamek Bustehrad, v rekonstrukci				141915300	501544700	Host
Zamek Lomnice nad Popelkou	USER_POI_PRIVATE	Zamek Lomnice nad Popelkou				153719000	505320670	Host
Zamek Hruba Skala	USER_POI_PRIVATE	Zamek Hruba Skala				151946000	505451000	Host
Zamek Teplice, Zamecke namesti	USER_POI_PRIVATE	Zamek Teplice, Zamecke namesti				138260360	506372810	Host
Zamek Litvinov, Postaven Janem Josefem z Valdstejna	USER_POI_PRIVATE	Zamek Litvinov, Postaven Janem Josefem z Valdstejna				136107750	505977280	Host
Zamek Jezeri	USER_POI_PRIVATE	Zamek Jezeri				135046320	505543690	Host
Zamek Straz nad Nezarkou	USER_POI_PRIVATE	Zamek Straz nad Nezarkou				149097920	490687720	Host
Zamek Valtice	USER_POI_PRIVATE	Zamek Valtice				167555390	487392060	Host
Zamek Belveder Valtice	USER_POI_PRIVATE	Zamek Belveder Valtice				167616330	487517280	Host
Zamek Hluboka nad Vltavou	USER_POI_PRIVATE	Zamek Hluboka nad Vltavou				144412830	490512030	Host
Zamek Hluboka nad Vltavou - Ohrada	USER_POI_PRIVATE	Zamek Hluboka nad Vltavou - Ohrada				144217420	490415970	Host
Zamek Chocen	USER_POI_PRIVATE	Zamek Chocen				162266330	499997170	Host
Zamek Becov nad Teplou	USER_POI_PRIVATE	Zamek Becov nad Teplou				128395970	500852310	Host
Zamek Ostrov nad Ohri	USER_POI_PRIVATE	Zamek Ostrov nad Ohri				129411110	503028080	Host
Zamek Kratochvile	USER_POI_PRIVATE	Zamek Kratochvile				141689180	490584580	Host
Zamek Zinkovy	USER_POI_PRIVATE	Zamek Zinkovy				135027460	494785550	Host
Zamek Radovesnice I	USER_POI_PRIVATE	Zamek Radovesnice I				151475000	500092500	Host
Zamek Znojmo mesto	USER_POI_PRIVATE	Zamek Znojmo mesto				160424000	488559000	Host
Zamek Zlin	USER_POI_PRIVATE	Zamek Zlin				176631360	492256020	Host
Zamek Zivotice u Kasejovic	USER_POI_PRIVATE	Zamek Zivotice u Kasejovic				136843110	494720440	Host
Zamek Zitenice	USER_POI_PRIVATE	Zamek Zitenice				141561840	505545140	Host
Zamek Zirec - Dvur Kralove nad Labem	USER_POI_PRIVATE	Zamek Zirec - Dvur Kralove nad Labem				158535170	504137940	Host
Zamek Zihobce	USER_POI_PRIVATE	Zamek Zihobce				136310660	492131410	Host
Zamek Zihle	USER_POI_PRIVATE	Zamek Zihle				133764100	500452360	Host
Zamek Zidlochovice	USER_POI_PRIVATE	Zamek Zidlochovice				166132000	490356300	Host
Zamek Zichovice	USER_POI_PRIVATE	Zamek Zichovice				136258700	492667300	Host
Zamek Zeranovice	USER_POI_PRIVATE	Zamek Zeranovice				176024040	492918790	Host
Zamek Zdounky	USER_POI_PRIVATE	Zamek Zdounky				173137100	492309400	Host
Zamek Zdikov	USER_POI_PRIVATE	Zamek Zdikov				136974340	490837410	Host
Zamek Zdanice	USER_POI_PRIVATE	Zamek Zdanice				170253410	490651140	Host
Zamek Zbozi	USER_POI_PRIVATE	Zamek Zbozi				154557710	497193030	Host
Zamek Zborovice	USER_POI_PRIVATE	Zamek Zborovice				172785390	492511780	Host
Zamek Zbesicky	USER_POI_PRIVATE	Zamek Zbesicky				144243720	493918530	Host
Zamek Zbenice	USER_POI_PRIVATE	Zamek Zbenice				140872540	495925970	Host
Zamek Zamrsk	USER_POI_PRIVATE	Zamek Zamrsk				161313080	499884700	Host
Zamek Zampach	USER_POI_PRIVATE	Zamek Zampach				164316680	500378780	Host
Zamek Zamberk	USER_POI_PRIVATE	Zamek Zamberk				164672060	500858600	Host
Zamek Zaluzany	USER_POI_PRIVATE	Zamek Zaluzany				140836870	495432990	Host
Zamek Zalsi	USER_POI_PRIVATE	Zamek Zalsi				146006280	492175360	Host
Zamek Zahradky u Ceske Lipy	USER_POI_PRIVATE	Zamek Zahradky u Ceske Lipy				145254200	506354100	Host
Zamek Zahradka - Petrovice	USER_POI_PRIVATE	Zamek Zahradka - Petrovice				143005590	495539070	Host
Zamek Zahorany - Kresice	USER_POI_PRIVATE	Zamek Zahorany - Kresice				142150000	505325200	Host
Zamek Zadlovice	USER_POI_PRIVATE	Zamek Zadlovice				169102170	497464810	Host
Zamek Zacler	USER_POI_PRIVATE	Zamek Zacler				159039070	506498240	Host
Zamek Velke Zernoseky	USER_POI_PRIVATE	Zamek Velke Zernoseky				140652290	505388280	Host
Zamek Veselicko - Milevsko	USER_POI_PRIVATE	Zamek Veselicko - Milevsko				143549220	493889680	Host
Zamek Visnove	USER_POI_PRIVATE	Zamek Visnove				161492390	489806580	Host
Zamek Vrbicany u Lovosic	USER_POI_PRIVATE	Zamek Vrbicany u Lovosic				140915070	504641600	Host
Zamek Vyklantice	USER_POI_PRIVATE	Zamek Vyklantice				150407860	495537920	Host
Zamek Vrany	USER_POI_PRIVATE	Zamek Vrany				140118160	503263840	Host
Zamek Vranovice u Bras	USER_POI_PRIVATE	Zamek Vranovice u Bras				135597670	498397100	Host
Zamek Vranov nad Dyji	USER_POI_PRIVATE	Zamek Vranov nad Dyji				158102470	488926260	Host
Zamek Vysovice	USER_POI_PRIVATE	Zamek Vysovice				171400700	494162680	Host
Zamek Vysoke Veseli	USER_POI_PRIVATE	Zamek Vysoke Veseli				154377210	503313560	Host
Zamek Vyskovice - Bilovec 	USER_POI_PRIVATE	Zamek Vyskovice - Bilovec 				179866170	498102810	Host
Zamek Vseradice	USER_POI_PRIVATE	Zamek Vseradice				141094720	498730750	Host
Zamek Neznasov - Vsemyslice	USER_POI_PRIVATE	Zamek Neznasov - Vsemyslice				143786030	492316170	Host
Zamek Vrsovice u Loun	USER_POI_PRIVATE	Zamek Vrsovice u Loun				138428520	503660760	Host
Zamek Vresovice u Prostejova	USER_POI_PRIVATE	Zamek Vresovice u Prostejova				171373080	494025290	Host
Zamek Vrchotovy Janovice	USER_POI_PRIVATE	Zamek Vrchotovy Janovice				145781320	496691250	Host
Zamek Vraz u Pisku	USER_POI_PRIVATE	Zamek Vraz u Pisku				141270540	493791960	Host
Zamek Vohancice	USER_POI_PRIVATE	Zamek Vohancice				163927020	493229810	Host
Zamek Vlcice u Javornika	USER_POI_PRIVATE	Zamek Vlcice u Javornika				170469100	503443000	Host
Zamek Skalka - Vlastislav	USER_POI_PRIVATE	Zamek Skalka - Vlastislav				139605060	504982600	Host
Zamek Vlachovo Brezi	USER_POI_PRIVATE	Zamek Vlachovo Brezi				139579060	490823750	Host
Zamek Vintirov - Radonice	USER_POI_PRIVATE	Zamek Vintirov - Radonice				132735420	503062650	Host
Zamek Vicemerice	USER_POI_PRIVATE	Zamek Vicemerice				171715650	493461330	Host
Zamek Vezky	USER_POI_PRIVATE	Zamek Vezky				172817300	492851600	Host
Zamek Vez	USER_POI_PRIVATE	Zamek Vez				154577360	495629230	Host
Zamek Veselicko u Prerova	USER_POI_PRIVATE	Zamek Veselicko u Prerova				175047250	495308420	Host
Zamek Verusicky	USER_POI_PRIVATE	Zamek Verusicky				131741720	501415640	Host
Zamek Nenakonice - Verovany	USER_POI_PRIVATE	Zamek Nenakonice - Verovany				172839390	494746890	Host
Zamek Velky Orechov	USER_POI_PRIVATE	Zamek Velky Orechov				176694840	491098650	Host
Zamek Velke Hostice	USER_POI_PRIVATE	Zamek Velke Hostice				179721580	499333180	Host
Zamek Velka Bystrice	USER_POI_PRIVATE	Zamek Velka Bystrice				173580820	495940330	Host
Zamek Velka Bukovina	USER_POI_PRIVATE	Zamek Velka Bukovina				143987400	507303400	Host
Zamek Velika Ves	USER_POI_PRIVATE	Zamek Velika Ves				133719800	502698300	Host
Zamek Velehrad	USER_POI_PRIVATE	Zamek Velehrad				173953830	491034570	Host
Zamek Varvazov	USER_POI_PRIVATE	Zamek Varvazov				141419980	494387300	Host
Zamek Valec u Hrotovic	USER_POI_PRIVATE	Zamek Valec u Hrotovic				160357540	491475510	Host
Zamek As	USER_POI_PRIVATE	Zamek As				121888940	502248420	Host
Zamek Usobi	USER_POI_PRIVATE	Zamek Usobi				155023550	495165320	Host
Zamek Usov - mesto	USER_POI_PRIVATE	Zamek Usov - mesto				170144290	497987680	Host
Zamek Unhost	USER_POI_PRIVATE	Zamek Unhost				141299150	500826980	Host
Zamek Ulice	USER_POI_PRIVATE	Zamek Ulice				131489680	497597930	Host
Zamek Ujezd - Horsice	USER_POI_PRIVATE	Zamek Ujezd - Horsice				134037350	495366540	Host
Zamek Ujezd nad Rokytnou	USER_POI_PRIVATE	Zamek Ujezd nad Rokytnou				160532760	490231080	Host
Zamek Uhy	USER_POI_PRIVATE	Zamek Uhy				142721700	502845700	Host
Zamek Uhrov	USER_POI_PRIVATE	Zamek Uhrov				155628330	498090290	Host
Zamek Uholicky	USER_POI_PRIVATE	Zamek Uholicky				143328700	501613000	Host
Zamek Uhersky Ostroh	USER_POI_PRIVATE	Zamek Uhersky Ostroh				173900670	489858640	Host
Zamek Udrc	USER_POI_PRIVATE	Zamek Udrc				130882410	501299670	Host
Zamek Udlice	USER_POI_PRIVATE	Zamek Udlice				134580800	504399900	Host
Zamek Obora u Chomutic	USER_POI_PRIVATE	Zamek Obora u Chomutic				155082630	503598660	Host
Zamek Nove Sedlo u Zatce	USER_POI_PRIVATE	Zamek Nove Sedlo u Zatce				134736600	503419300	Host
Zamek Tynec u Janovic nad Uhlavou	USER_POI_PRIVATE	Zamek Tynec u Janovic nad Uhlavou				132635000	493467710	Host
Zamek Slavin - Tupadly	USER_POI_PRIVATE	Zamek Slavin - Tupadly				144758100	504454800	Host
Zamek Tulesice	USER_POI_PRIVATE	Zamek Tulesice				162059800	490393620	Host
Zamek Tuchorice	USER_POI_PRIVATE	Zamek Tuchorice				136609590	502845180	Host
Zamek Troubsko	USER_POI_PRIVATE	Zamek Troubsko				165056630	491708330	Host
Zamek Tucapy u Sobeslavi	USER_POI_PRIVATE	Zamek Tucapy u Sobeslavi				148054760	492906860	Host
Zamek Trsice	USER_POI_PRIVATE	Zamek Trsice				174268140	495437010	Host
Zamek Trpisty	USER_POI_PRIVATE	Zamek Trpisty				130588900	498237940	Host
Zamek Trnova u Jiloviste	USER_POI_PRIVATE	Zamek Trnova u Jiloviste				143585160	499151410	Host
Zamek Trebivlice	USER_POI_PRIVATE	Zamek Trebivlice				138989950	504584740	Host
Zamek Trmice	USER_POI_PRIVATE	Zamek Trmice				139916250	506424380	Host
Zamek Trhanov	USER_POI_PRIVATE	Zamek Trhanov				128458230	494207020	Host
Zamek Tremosnice nad Doubravou	USER_POI_PRIVATE	Zamek Tremosnice nad Doubravou				155832010	498639380	Host
Zamek Trebnice	USER_POI_PRIVATE	Zamek Trebnice				143618900	496504880	Host
Zamek Touzim	USER_POI_PRIVATE	Zamek Touzim				129837270	500597560	Host
Zamek Tochovice	USER_POI_PRIVATE	Zamek Tochovice				139896310	495963690	Host
Zamek Tman	USER_POI_PRIVATE	Zamek Tman				140355480	499039780	Host
Zamek Tlumacov na Morave	USER_POI_PRIVATE	Zamek Tlumacov na Morave				174959090	492538630	Host
Zamek Tesany	USER_POI_PRIVATE	Zamek Tesany				167716100	490397300	Host
Zamek Teresov	USER_POI_PRIVATE	Zamek Teresov				137019460	498936280	Host
Zamek Teplice nad Metuji - zamecek	USER_POI_PRIVATE	Zamek Teplice nad Metuji - zamecek				161694730	505948050	Host
Zamek Techobuz	USER_POI_PRIVATE	Zamek Techobuz				149277840	495095040	Host
Zamek Tazovice	USER_POI_PRIVATE	Zamek Tazovice				137598530	492316610	Host
Zamek Tavikovice	USER_POI_PRIVATE	Zamek Tavikovice				161073200	490329560	Host
Zamek Tatenice	USER_POI_PRIVATE	Zamek Tatenice				166980010	498676580	Host
Zamek Tachov	USER_POI_PRIVATE	Zamek Tachov				126312810	497949620	Host
Zamek Sumperk	USER_POI_PRIVATE	Zamek Sumperk				169718590	499643730	Host
Zamek Svinna U Hlohovic	USER_POI_PRIVATE	Zamek Svinna U Hlohovic				136208360	498931210	Host
Zamek Svinare	USER_POI_PRIVATE	Zamek Svinare				141837060	498932830	Host
Zamek Svijany	USER_POI_PRIVATE	Zamek Svijany				150555850	505736830	Host
Zamek Svetla nad Sazavou	USER_POI_PRIVATE	Zamek Svetla nad Sazavou				154078800	496670400	Host
Zamek Svetec	USER_POI_PRIVATE	Zamek Svetec				138125710	505773200	Host
Zamek Sukorady	USER_POI_PRIVATE	Zamek Sukorady				144322150	505302950	Host
